LeaderID,Name,Sex,BirthYear,BirthCountry,BirthCP,BirthBCC,DeathReported,MOUID_2015,KoreanName_2015,Name_2022,NameAlternative_2022,BirthString_2015,BirthDateString_2022,BirthPlaceString_2022,DeathString_2015,DeathString_2022
최휘,최휘,남성,,,,,,,,최휘,최휘,,1955년,,,연도미상
최희정,최희정,남성,1946.0,,,,,308.0,최희정,최희정,,1946.10.22,1946년 10월 22일,,,연도미상
최희태,최희태,남성,,,,,,,,최희태,,,연도미상,,,연도미상
태종수,태종수,남성,1936.0,한반도,함북,명간군,,456.0,태종수,태종수,,1936.3.20 함북 명간군,1936년 03월 20일,함경북도 명간군(화성군),,연도미상
태형철,태형철,남성,1953.0,,,,,481.0,태형철,태형철,,1953년생,1953년,평양시,,연도미상
포희성,포희성,미상,,,,,,,,포희성,,,연도미상,,,연도미상
한광복,한광복,여성,1946.0,,,,,249.0,한광복,한광복,,1946.3.18,1946년 03월 18일,함경북도,,연도미상
한광상,한광상,남성,,,,,,515.0,한광상,한광상,,,1957년,함경남도,,연도미상
한동근,한동근,남성,1941.0,,,,,401.0,한동근,한동근,,1941년생,1933년 06월 01일,,,연도미상
한룡국,한룡국,남성,,,,,,,,한룡국,,,연도미상,,,연도미상
한상준,한상준,남성,,,,,,,,한상준,,,연도미상,,,연도미상
한성렬,한성렬,남성,1954.0,한반도,평북,대관,,638.0,한성렬,한성렬,,1954.6.17 평북 대관,1954년 06월 17일,평안북도 대관군,,연도미상
한성룡,한성룡,남성,,,,,(사망),235.0,한성룡,한성룡,한성용,,1923년,함경북도 명천군,,연도미상
한종혁,한종혁,남성,,,,,,,,한종혁,,,연도미상,,,연도미상
한호성,한호성,남성,,,,,,,,한호성,,,연도미상,,,연도미상
한효연,한효연,남성,,,,,,,,한효연,,,연도미상,,,연도미상
한흥표,한흥표,남성,1948.0,,,,,516.0,한흥표,한흥표,,1948년생,1948년,,,연도미상
허광욱,허광욱,미상,,,,,,,,허광욱,,,연도미상,,,연도미상
허영률,허영률,남성,,,,,,,,허영률,,,연도미상,,,연도미상
허종,허종,남성,1946.0,,,,,639.0,허종,허종,,1946.3.6,1946년 03월 06일,,,연도미상
허종호,허종호,미상,,,,,,,,허종호,,,연도미상,,,연도미상
허철만,허철만,남성,,,,,,,,허철만,,,연도미상,,,연도미상
허택,허택,남성,,,,,,154.0,허택,허택,,,연도미상,,,연도미상
현상주,현상주,남성,,,,,,517.0,현상주,현상주,,,1940년,,,연도미상
현송월,현송월,여성,,,,,,,,현송월,,,연도미상,,,연도미상
현영철,현영철,남성,,,,,(사망),640.0,현영철,현영철,,,1949년 01월 11일,함경북도 어랑군,,연도미상
현철해,현철해,남성,1934.0,,,,,422.0,현철해,현철해,,1934년생,1934년 08월 13일,함경북도 경성군,,연도미상
홍광순,홍광순,남성,,,,,,,,홍광순,,,1953년,,,연도미상
홍서헌,홍서헌,남성,1945.0,,,,,204.0,홍서헌,홍서헌,,1945.12.31,1945년 12월 31일,평안남도,,연도미상
홍석형,홍석형,남성,1936.0,한반도,서울,,,402.0,홍석형,홍석형,,1936.10.1 서울,1936년 10월 01일,,,연도미상
홍선옥,홍선옥,여성,1950.0,,,,,451.0,홍선옥,홍선옥,,1950.3.28,1950년 03월 28일,평안북도,,연도미상
홍성남,홍성남,남성,,,,,(사망),218.0,홍성남,홍성남,,,1929년 10월 02일,평안북도 정주시,,2009년 03월 31일
홍승무,홍승무,남성,,,,,,,,홍승무,,,연도미상,,,연도미상
홍영칠,홍영칠,남성,,,,,,,,홍영칠,,,연도미상,,,연도미상
홍인범,홍인범,남성,,,,,,518.0,홍인범,홍인범,,,1937년,,,연도미상
홍일천,홍일천,여성,1942.0,한반도,함경,,,641.0,홍일천,홍일천,,1942년생 함경도,1942년,,,연도미상
황민,황민,남성,,,,,,,,황민,,,연도미상,,,연도미상
황병서,황병서,남성,1949.0,,,,,407.0,황병서,황병서,,1949년생,1949년,,,연도미상
황봉영,황봉영,남성,1944.0,한반도,강원,철원군,,642.0,황봉영,황봉영,,1944.8.15 강원 철원,1944년 08월 15일,,,연도미상
황순희,황순희,여성,1919.0,중국,,,(사망),203.0,황순희,황순희,,1919.5.3 중국,1919년 05월 03일,북한지역외 중국,,2020년 01월 17일
황철식,황철식,미상,,,,,,,,황철식,,,연도미상,,,연도미상
황학원,황학원,남성,,,,,,372.0,황학원,황학원,,,1941년 01월 01일,,,연도미상
김춘근,김춘근,,1947.0,,,,,113.0,김춘근,,,1947년생,,,,
김룡연,김룡연,,1916.0,한반도,양강,혜산,,132.0,김룡연,,,1916.1.24 양강도 혜산,,,"만경대혁명학원 원장, 인민군 차수, 당 중앙위 후보위원, 최고인민회의 제11기 대의원",
김기선,김기선,,1926.0,한반도,함남,,,135.0,김기선,,,1926년생 함경남도,,,,
길재경,길재경,,,,,,,137.0,길재경,,,,,,,
최승철,최승철,,1956.0,한반도,함남,,,181.0,최승철,,,1956.10.3 함남,,,,
유영선,유영선,,1941.0,한반도,함남,정평군,,191.0,유영선,,,1941년생 함남 정평군,,,,
이정부,이정부,,,,,,,194.0,이정부,,,,,,,
오익제,오익제,,1929.0,한반도,평남,성천군,,208.0,오익제,,,1929.4.23 평남 성천군,,,,
김창규,김창규,,1941.0,한반도,양강,,,214.0,김창규,,,1941.3.16 양강도,,,,
허혁필,허혁필,,1932.0,,,,,219.0,허혁필,,,1932.12.5,,,,
최춘황,최춘황,,,,,,,220.0,최춘황,,,,,,,
김상익,김상익,,1943.0,,,,,251.0,김상익,,,1943년생,,,,
김일근,김일근,,1955.0,,,,,264.0,김일근,,,1955년생,,,,
김응관,김응관,,,,,,,306.0,김응관,,,,,,,
이광호,이광호,,,,,,,317.0,이광호,,,,,,,
정창렬,정창렬,,1923.0,한반도,황해,,,325.0,정창렬,,,1923년생 황해도,,,,
전진수,전진수,,1930.0,한반도,함남,,,338.0,전진수,,,1930.11.18 함남,,,,
박남기,박남기,,1934.0,,,,,343.0,박남기,,,1934.2.21,,,,
려원구,려원구,,,,,,,346.0,려원구,,,,,,,
정운업,정운업,,1941.0,한반도,평남,회창군,,357.0,정운업,,,1941.12.26 평남 회창군,,,,
김일본,김일본,,1910.0,한반도,함북,,,484.0,김일본,,,1910.3.20 함북,,,"국가부주석, 당 중앙위 정치국 상무위원, 중앙인민위 위원,  ?조평통? 위원장, 당 중앙위원, 최고인민회의 제7기 대의원",
이철리,이철리,,,,,,,519.0,이철리,,,,,,,
홍창일,홍창일,,1947.0,,,,,521.0,홍창일,,,1947.5.12,,,,
권중영,권중영,,,,,,,522.0,권중영,,,,,,,
림경숙,림경숙,,,,,,,608.0,림경숙,,,,,,,
장우영,장우영,,1954.0,,,,,610.0,장우영,,,1954년생,,,,
전재선,전재선,,1940.0,,,,,616.0,전재선,,,1940년생,,,,
정하철,정하철,,1933.0,한반도,평남,용강,,622.0,정하철,,,1933.5.25 평남 용강,,,,
주동일,주동일,,1947.0,,,,,626.0,주동일,,,1947년생,,,,
최남균,최남균,,,,,,,631.0,최남균,,,,,,,
최룡수,최룡수,,1936.0,,,,,635.0,최룡수,,,1936년생,,,,
한봉춘,한봉춘,,1942.0,,,,,637.0,한봉춘,,,1942년생,,,,
김동운,김동운,,1935.0,한반도,양강,,,651.0,김동운,,,1935.11.1 양강도,,,,
김만길,김만길,,1962.0,,,,,652.0,김만길,,,1962년생,,,,
김복신,김복신,,1925.0,한반도,평북,신의주시,,655.0,김복신,,,1925년생 평북 신의주시,,,,
김상록,김상록,,1939.0,,,,,656.0,김상록,,,1939년생,,,,
김성국,김성국,,1930.0,,,,,657.0,김성국,,,1930년생,,,,
김수학,김수학,,1942.0,,,,,658.0,김수학,,,1942.9.11,,,,
김승현,김승현,,1947.0,,,,,659.0,김승현,,,1947년생,,,,
김양근,김양근,,,,,,,661.0,김양근,,,,,,,
김완수b,김완수,,1940.0,,,,,666.0,김완수,,,1940년생,,,,
김용삼,김용삼,,1941.0,,,,,667.0,김용삼,,,1941.9.5,,,,
김용술,김용술,,1937.0,,,,,668.0,김용술,,,1937.8.26,,,,
김유호,김유호,,1940.0,,,,,669.0,김유호,,,1940.12.1,,,,
김인호,김인호,,,,,,,671.0,김인호,,,,,,,
김종태,김종태,,1948.0,,,,,674.0,김종태,,,1948.6.3,,,,
김진성,김진성,,1942.0,,,,,677.0,김진성,,,1942년생,,,,
박남칠,박남칠,,1958.0,,,,,684.0,박남칠,,,1958년생,,,,
박동춘,박동춘,,1942.0,,,,,685.0,박동춘,,,1942.5.28,,,,
박정성,박정성,,1944.0,,,,,690.0,박정성,,,1944.11.9,,,,
박창련,박창련,,1935.0,,,,,692.0,박창련,,,1935년생,,,,
박학선,박학선,,1954.0,,,,,693.0,박학선,,,1954년생,,,,
방종삼,방종삼,,1942.0,,,,,696.0,방종삼,,,1942년생,,,,
방철갑,방철갑,,1936.0,,,,,697.0,방철갑,,,1936년생,,,,
백현봉,백현봉,,1954.0,,,,,699.0,백현봉,,,1954년생,,,,
석군수,석군수,,1956.0,,,,,700.0,석군수,,,1956년생,,,,
송석환,송석환,,1936.0,한반도,평양,,,701.0,송석환,,,1936.9.16 평양,,,,
신일남,신일남,,1938.0,한반도,평북,,,704.0,신일남,,,1938년생 평북,,,,
오광철,오광철,,1959.0,,,,,705.0,오광철,,,1959.6.15,,,,
오길방,오길방,,1936.0,,,,,706.0,오길방,,,1936년생,,,,
우두태,우두태,,1940.0,한반도,강원,고성,,707.0,우두태,,,"1940년생, 강원 고성",,,,
이공필,이공필,,,,,,,709.0,이공필,,,,,,,
이금범,이금범,,1941.0,,,,,711.0,이금범,,,1941.1.3,,,,
