LeaderID,CareerDateString,CareerString
리수용,1973 ~ 1980,"외교부 의례국장, 국제기구 국장"
리수용,연도미상,"김일성종합대학, 국제관계대학 불어과 졸업"
리승호,2014.08,사망
리승호,2014.04,중앙통계국장 겸 당 중앙검사위원장
리승호,2014.03,최고인민회의 제13기 대의원
리승호,2013.04,내각 부총리 해임
리승호,2012.04,내각 부총리
리승호,2009.03,최고인민회의 제12기 대의원
리승호,2008,북창화력발전연합기업소 지배인
리영길,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 국무위원회 위원으로 보선
리영길,2021.07,국방상 *전임: 김정관
리영길,2021.01,당 정치국 위원
리영길,2021.01,당 중앙군사위원회 위원
리영길,2021.01,당 중앙위원회 위원
리영길,2019.12,당 중앙위원회 제1부부장
리영길,2019.09,군 총참모부 총참모장 해임 * 후임: 박정천
리영길,2019.03,최고인민회의 제14기 대의원
리영길,2018.12,故 김철만 국가장의위원회 위원
리영길,2018.08,故 김영춘 국가장의위원회 위원
리영길,2018.06,군 총참모부 총참모장 * 전임: 리명수
리영길,2017.04,군 대장
리영길,2016.05,故 강석주 국가장의위원회 위원
리영길,2016.05,"당 정치국 후보위원, 당 중앙군사위원회 위원, 당 중앙위원회 위원, 군 상장"
리영길,2016,군 총참모부 제1부총참모장 겸 작전총국장
리영길,2015.11,故 리을설 국가장의위원회 위원
리영길,2014.07,故 전병호 국가장의위원회 위원
리영길,2014.04,당 중앙군사위원회 위원
리영길,2014.04,당 정치국 후보위원
리영길,2014.03,최고인민회의 제13기 대의원
리영길,2013.08,"군 대장, 군 총참모부 총참모장"
리영길,2013.02,총참모부 작전국장
리영길,2012.04,제5군단장
리영길,2011.12,故 김정일 국가장의위원회 위원
리영길,2010.09,당 중앙위원회 위원
리영길,2009.03,최고인민회의 제12기 대의원
리영길,2003.09,제3군단장
리영길,2003.08,최고인민회의 제11기 대의원
리영길,2002.04,군 중장
리영길,1998.07,최고인민회의 제10기 대의원
리영길,연도미상,사회안전상 *전임: 김정호
리영래,2020.01,故 황순희 국가장의위원회 위원
리영래,2019.03,최고인민회의 제14기 대의원
리영래,2018.12,故 김철만 국가장의위원회 위원
리영래,2018.08,故 김영춘 국가장의위원회 위원
리영래,2016.05,"당 중앙위원회 위원, 당 중앙위원회 민방위부장"
리영래,2016.05,故 강석주 국가장의위원회 위원
리영래,2015.12,故 김양건 국가장의위원회 위원
리영래,2015.11,故 리을설 국가장의위원회 위원
리영래,2014.03,최고인민회의 제13기 대의원
리영래,2012.02,군 중장
리영래,2002.04,군 소장
리영수,2014.03,최고인민회의 제13기 대의원
리영수,2014, 근로단체부장 해임 * 후임: 리일환
리영수,2012.11,국가체육지도위원회 부위원장
리영수,2011.12,故 김정일 국가장의위원회 위원
리영수,2010.06,당 근로단체부장
리영수,1995,당 중앙위원회 부부장
리영수,1986.11,최고인민회의 제8기 대의원
리영수,1985.10,당 청년사업부 부부장
리영수,1985.04,김일성훈장 수훈
리영수,1984.03,조국통일민주주의전선 중앙위원회 위원
리영수,1982.08,당 중앙위원회 위원
리영수,1982.02,최고인민회의 제7기 대의원
리영수,1978,사회주의노동청년동맹 위원장
리영수,1976,사회주의노동청년동맹 부위원장
리영수,연도미상,김일성종합대학 졸업
리영용,2013.09,석탄공업성 부상
리영용,2013.04 ~ 2013.09,석탄공업성 상
리영용,2010.12,석탄공업성 부상
리영용,2003.08,최고인민회의 제 11기 대의원
리영용,연도미상,평양직할시 강동지구 탄광연합기업소 지배인
리영익,연도미상,당 중앙검사위원회 위원
리영호,2012.07,모든 직무에서 해임(7.15)
리영호,2012.02,김정일훈장 수훈
리영호,2011.12,김정일 국가장의위원회 위원
리영호,2010.09,△조선노동당 정치국 상무위원 △조선노동당 중앙군사위원회 부위원장 △조선노동당 중앙위원회 위원
리영호,2010.09,인민군 차수
리영호,2009.04,최고인민회의 제12기 대의원
리영호,2009.02,△인민군 총참모장 △인민군 대장
리영호,2007.04,창군 75돌 열병식 지휘관
리영호,2006.09,△평양방어사령관 △인민군 상장
리영호,2003.09,최고인민회의 제11기 대의원
리영호,2002.04,인민군 중장
리영호,연도미상,김일성군사종합대학 졸업
리용무,2016.05,당 중앙위원회 위원
리용무,2016.05,故 강석주 국가장의위원회 위원
리용무,2015.12,故 김양건 국가장의위원회 위원
리용무,2015.11,故 리을설 국가장의위원회 위원
리용무,2014.04,국방위원회 부위원장
리용무,2014.03,최고인민회의 제13기 대의원
리용무,2012.02,김정일훈장 수훈
리용무,2011.12,故 김정일 국가장의위원회 위원
리용무,2010.11,故 조명록 국가장의위원회 위원
리용무,2010.09,"당 정치국 위원, 당 중앙위원회 위원"
리용무,2010.04,故 김중린 국가장의위원회 위원
리용무,2009.04,국방위원회 부위원장
리용무,2009.04,故 홍성남 국가장의위원회 위원
리용무,2009.03,최고인민회의 제12기 대의원
리용무,2008.10,故 박성철 국가장의위원회 위원
리용무,2005.10,故 연형묵 국가장의위원회 위원
리용무,2003.09,국방위원회 부위원장
리용무,2003.08,최고인민회의 제11기 대의원
리용무,1998.09,국방위원회 부위원장 및 군 차수
리용무,1998.07,최고인민회의 제10기 대의원
리용무,1998.02,‘노력영웅’ 칭호
리용무,1995.02,故 오진우 국가장의위원회 위원
리용무,1994.07,故 김일성 국가장의위원회 위원
리용무,1992.04,김일성훈장 수훈
리용무,1991.12,정무원 교통위원회 위원장
리용무,1990.05,정무원 국가검열위원회 위원장
리용무,1990.04,최고인민회의 제9기 대의원
리용무,1989.06,"당 중앙위원회 위원(보선), 국가검열위원회 위원장"
리용무,1989.02,사회안전부 정치국장
리용무,1988.11,당 중앙위원회 후보위원(보선)
리용무,1985.01,양강도 인민위원회 부위원장
리용무,1977.10,군 총정치국 국장 해임
리용무,1977,양강도 임산사업소 지배인
리용무,1974.06,당 중앙위원회 정치위원
리용무,1973.08,"군 상장, 군 총정치국 국장"
리용무,1972.12,최고인민회의 제5기 대의원 겸 자격심사위 위원
리용무,1970.11,당 중앙위원회 위원
리용무,1964.06,"군 중장, 민족보위성 총정치국 제1부국장"
리용무,연도미상,제2중앙정치학교 졸업
리용선,2008,상업성 상(해임) *후임 : 김봉철
리용선,2007.10,조선권투협회 위원장(재임) *전임 : 임경만
리용선,2006.11,조선권투협회 위원장(해임) *후임 : 임경만
리용선,2004.11,조선권투협회 위원장
리용선,2003.09,최고인민회의 제 11기 대의원
리용선,2003.09,상업성 상(유임)
리용선,1998.09,상업성 상
리용선,1998.09,최고인민회의 제 10기 대의원
리용선,1998.08,상업부 부장
리용주,2020.01,故 황순희 국가장의위원회 위원
리용주,2019.03,최고인민회의 제14기 대의원
리용주,2018.12,故 김철만 국가장의위원회 위원
리용주,2017,해군사령관 해임 * 후임: 김명식
리용주,2016.05,당 중앙위원회 위원
리용주,2015.11,故 리을설 국가장의위원회 위원
리용주,2015.07,군 대장
리용주,2015.04,해군사령관 * 전임: 김명식
리용주,2015.04,군 상장
리용주,2014.07,故 전병호 국가장의위원회 위원
리용주,2014.03,최고인민회의 제13기 대의원
리용주,2010.09,당 중앙위원회 후보위원
리용주,2009.03,최고인민회의 제12기 대의원
리용주,연도미상,군 총참모부 부총참모장
리용주,연도미상,군 중장과학원 청년동맹위원회 비서
리용철a,2010.04,사망(81세 심장마비)
리용철a,2009.04,최고인민회의 제12기 대의원
리용철a,2008.10,박성철 국가장의위원회 위원
리용철a,2005.10,연형묵 국가장의위원회 위원
리용철a,2003.09,최고인민회의 제11기 대의원
리용철a,1998.09,최고인민회의 제10기 대의원
리용철a,1996.12,조선노동당 중앙군사위원회 위원
리용철a,1994,조선노동당 조직지도부 제1부부장
리용철a,1993.12,조선노동당 중앙위원회 위원
리용철a,1993.06,조선노동당 중앙위원회 조직지도부 부부장
리용철a,1986,조선노동당 조사부 부장
리용철b,2011.12,김정일 국가장의위원회 위원
리용철b,2010.11,조명록 국가장의위원회 위원
리용철b,2010.09,조선노동당 중앙위원회 위원
리용철b,2010.04,김중린 국가장의위원회 위원
리용철b,2009.04,홍성남 국가장의위원회 위원
리용철b,2009.04,상임위원회 위원
리용철b,2009.04,최고인민회의 제 12기 대의원
리용철b,2007.12,김일성사회주의청년동맹 중앙위원회 1비서
리용철b,2002.08,과학원 청년동맹위원회 비서
리용호,2020.04,국무위원회 위원 소환
리용호,2019.12,외무상 해임(추정) * 후임: 리선권
리용호,2019.12,당 정치국 위원 소환(추정)
리용호,2019.04,"국무위원회 위원(유임), 외무상(유임)"
리용호,2019.03,최고인민회의 제14기 대의원
리용호,2018.08,故 김영춘 국가장의위원회 위원
리용호,2017.10,당 정치국 위원
리용호,2016.06,국무위원회 위원
리용호,2016.05,故 강석주 국가장의위원회 위원
리용호,2016.05,"당 정치국 후보위원, 당 중앙위원회 위원, 외무상"
리용호,2011.12,故 김정일 국가장의위원회 위원
리용호,2010.09,외무성 부상 * 전임: 김계관
리용호,2010.09,당 중앙위원회 후보위원
리용호,2004.02,아일랜드 주재 대사
리용호,2003.08,영국 주재 대사
리용호,2001,아세안지역안보포럼 북측 단장
리용호,1995,외무성 참사
리용호,1988,외무성 국제기구국 2과 담당지도원
리용호,1985,스웨덴 주재 대사관 2등서기관
리용호,연도미상,평양외국어대학
리원일,2012.07,노동행정부 부부장
리원일,2010.09 ~ 2012.07,황해북도 인민위원회 위원장 *전임 : 리상관 *후임 : 강영수
리원일,2003.09,최고인민회의 제 11기 대의원
리원일,1999.02, 노동성 상(유임)
리원일,1998.11,북-이란 친선협회 위원장
리원일,1998.09 ~ 2005.02,최고인민회의 제 10기 대의원
리원일,1997.11,노동성 상 *후임 : 강영수
리원일,연도미상,최고인민회의 제12기 대의원
리을설,2015.11,"사망(94세, 폐암)"
리을설,2014.03,최고인민회의 제13기 대의원
리을설,2012.02,김정일훈장 수훈
리을설,2011.12,故 김정일 국가장의위원회 위원
리을설,2010.09,당 중앙위원회 위원
리을설,2009.03,최고인민회의 제12기 대의원
리을설,2004,호위사령관 해임
리을설,2003.09,국방위원회 위원 해임
리을설,2003.08,최고인민회의 제11기 대의원
리을설,1998.09,"최고인민회의 제10기 대의원, 국방위원회 위원"
리을설,1997.04,"‘노력영웅’ 칭호, 국기훈장 1급 수훈"
리을설,1996.02,호위사령관
리을설,1995.10,군 원수
리을설,1994.07,故 김일성 국가장의위원회 위원
리을설,1992.04,"군 차수, ‘2중영웅’ 칭호"
리을설,1990.05,국방위원회 위원
리을설,1990.04,최고인민회의 제9기 대의원
리을설,1986.11,최고인민회의 제8기 대의원
리을설,1985.04,군 대장
리을설,1984.08,호위총국 총국장
리을설,1983.08,평양방어사령부 사령관
리을설,1982.10,호위사령부 부사령관
리을설,1982.04,김일성훈장 수훈
리을설,1982.02,최고인민회의 제7기 대의원
리을설,1980.10,"당 중앙위원회 위원, 군사위원회 위원"
리을설,1979.08,군 5군단장
리을설,1975.03,함경남도 당 위원장
리을설,1972.12,"최고인민회의 제5기 대의원, ‘영웅’ 칭호"
리을설,1972.02,"군 상장, 군 제5집단군 사령관"
리을설,1970.11,당 중앙위원회 위원
리을설,1968.03,군 제1집단군 사령관
리을설,1967.11,최고인민회의 제4기 대의원
리을설,1966.05,군 제5집단군 참모장
리을설,1962.10,"군 중장, 5군단장, 최고인민회의 제3기 대의원"
리을설,1951.04,군 제15사단 제3연대 연대장
리을설,1950.07,군 제4사단 참모장
리을설,1948.08,군 연대장
리을설,1945, 빨치산 활동(김일성 빨치산 동지)
리을설,연도미상,소련군사아카데미 졸업
리일환,2021.01,당 정치국 위원
리일환,2021.01,당 비서국 비서
리일환,2021.01,당 중앙위원회 위원
리일환,2020.01,故 황순희 국가장의위원회 위원
리일환,2019.12,"당 정치국 위원, 당 중앙위원회 부위원장, 당 선전선동부장"
리일환,2019.03,최고인민회의 제14기 대의원
리일환,2018.12,故 김철만 국가장의위원회 위원
리일환,2018.08,故 김영춘 국가장의위원회 위원
리일환,2016.05,당 중앙위원회 위원
리일환,2016.05,故 강석주 국가장의위원회 위원
리일환,2015.12,故 김양건 국가장의위원회 위원
리일환,2015.11,故 리을설 국가장의위원회 위원
리일환,2014.07,故 전병호 국가장의위원회 위원
리일환,2014.03,당 근로단체부장
리일환,2013.04,평양시 당 위원회 비서
리일환,2008,당 선전선동부 예술과 과장
리일환,2007,조선직업총동맹 중앙위원회 함경남도 덕성군 지도원
리일환,2007,당 선전선동부 부과장
리일환,1999.09,故 리종옥 국가장의위원회 위원
리일환,1998.09,최고인민회의 상임위원회 위원
리일환,1998.07,최고인민회의 제10기 대의원
리일환,1998.01,김일성사회주의청년동맹 중앙위원회 1비서
리일환,연도미상,당 근로단체부 부장
리자방,2012.08,국가과학기술위원회 위원장 해임 * 후임: 최상건
리자방,2010.02,조선과학기술총연맹 위원장(해임) *전임 : 변영립 *후임 : 최상건
리자방,2009.12 ~ 2012.08,국가과학기술위원회 위원장(해임) *후임 : 최상건
리자방,1990.04,최고인민회의 제 9기 대의원
리자방,1985.09,조선과학기술총연맹 위원장
리자방,1985.09,북-중 친선협회 위원장
리자방,1985.05 ~ 1994.02,국가과학기술위원회 위원장
리자방,1985,북-세네갈 친선협회 위원장
리자방,1984.07,제1기계공업부 부장
리자방,1983.08,기계공업위원회 위원장
리자방,1973,기계공업위원회 기계설계총국장
리재남,2021.09,최고인민회의 제14기 5차회의 2일 회의에서 최고인민회의 예산위원회 위원으로 보선
리재남,2021.01,당 중앙위원회 위원
리재남,2021.01,남포특별시 당 위원회 책임비서(명칭 변경)
리재남,2020.08,남포특별시 당 위원회 위원장
리재남,2020.06,당 중앙위원회 위원
리재일,2016.05,당 중앙위원회 위원
리재일,2016.05,故 강석주 국가장의위원회 위원
리재일,2014.07,故 전병호 국가장의위원회 위원
리재일,2014.03,최고인민회의 제13기 대의원
리재일,2012.02,김정일훈장 수훈
리재일,2011.12,故 김정일 국가장의위원회 위원
리재일,2010.11,故 조명록 국가장의위원회 위원
리재일,2010.09,당 중앙위원회 후보위원
리재일,2009.03,최고인민회의 제12기 대의원
리재일,2005.10,故 연형묵 국가장의위원회 위원
리재일,2004.05,당 선전선동부 제1부부장
리재일,2001.02,출판지도국 국장
리재일,1992.06,당 중앙위원회 부부장
리재일,연도미상,평양신문사 부주필
리정남,2021.01,당 중앙위원회 위원
리정남,2021.01,함경남도 당 위원회 책임비서(명칭 변경)
리정남,2020.09,함경남도 당 위원회 위원장 *전임: 김성일
리정남,2019.03,최고인민회의 제14기 대의원
리정남,연도미상,당 중앙위원회 부부장
리제강,2010.06,"사망(80세, 교통사고)"
리제강,2009.03,최고인민회의 제12기 대의원
리제강,2005.10,故 연형묵 국가장의위원회 위원
리제강,2003.08,최고인민회의 제11기 대의원
리제강,2001.07,당 조직지도부 제1부부장
리제강,1992.04,김일성훈장 수훈
리제강,1982.10,당 조직지도부 부부장 겸 김정일 서기실 서기
리제강,1973,당 조직지도부 지도원
리제강,연도미상,김일성종합대학 졸업
리제선,2014.04,원자력공업성 상
리제선,2014.03,최고인민회의 제13기 대의원
리제선,2011.12,김정일 국가장의위원회 위원
리제선,2010.09,조선노동당 중앙위원회 후보위원
리제선,2009.04,최고인민회의 제 12기 대의원
리제선,2003.09,최고인민회의 제 11기 대의원
리제선,2003.04,&lt;김일성 훈장&gt; 수훈
리제선,1998.09,최고인민회의 제 10기 대의원
리제선,1997.08,원자력총국 총국장
리종국,2019.04,기계공업상 해임 * 후임: 양승호
리종국,2016.05,당 중앙위원회 후보위원
리종국,2014.04,기계공업상(유임)
리종국,2014.03,최고인민회의 제13기 대의원
리종국,2012.03,기계공업상
리종국,2009.03,최고인민회의 제12기 대의원
리종국,1998,금속기계공업성 전기기계관리국 국장
리종무,2019.03,최고인민회의 제14기 대의원
리종무,2016.05,당 중앙위원회 후보위원
리종무,2016.01,"체육상 * 전임: 김영훈, 후임: 김일국"
리종무,2014.03,최고인민회의 제13기 대의원
리종무,2012.11,국가체육지도위원회 위원 * 후임: 김일국
리종무,2012.10,체육상 * 후임: 김영훈
리종무,2011.04,조선축구협회 위원장
리종무,2009.03,최고인민회의 제12기 대의원
리종무,2007.04,군 중장
리종무,2003.08,최고인민회의 제11기 대의원
리종무,1998.07,최고인민회의 제10기 대의원
리종무,1997.04,군 소장
리종산,2011.07,사망
리종산,2010.11,故 조명록 국가장의위원회 위원
리종산,2009.03,최고인민회의 제12기 대의원
리종산,2008.10,故 박성철 국가장의위원회 위원
리종산,2005.04,조선반제투사노병위원회 위원장
리종산,2005.04,제2차 세계대전 승전 60주년 기념메달 수훈
리종산,2003.08,최고인민회의 제11기 대의원
리종산,1998.09,최고인민회의 제10기 대의원
리종산,1997.04,군 차수
리종산,1995.05,군수동원 총국장
리종산,1992.04,"‘영웅’ 칭호, 금별메달·국기훈장 제1급 수훈"
리종산,1992.04,군 대장
리종산,1990.04,최고인민회의 제9기 대의원
리종산,1987.04,김일성훈장 수훈
리종산,1965.07,제2집단군 참모장
리종산,1933,"빨치산에 투신(11살), 김일성 부관(김책 추천)"
리종산,연도미상,중앙보안간부학교
리종식,2019.07,"김정은, 새로 건조한 잠수함 시찰시 수행"
리종옥,1999.09,사망
리종옥,1998.09,최고인민회의 상임위원회 명예부위원장
리종옥,1998.09,최고인민회의 제10기 대의원
리종옥,1995.02,故 오진우 국가장의위원회 위원
리종옥,1994.07,故 김일성 국가장의위원회 위원
리종옥,1992.04,김일성훈장 수훈
리종옥,1990.05,"국가 부주석, 중앙인민위원회 위원"
리종옥,1990.04,최고인민회의 제9기 대의원
리종옥,1988.10,국가학위학직수여위원회 위원장
리종옥,1986.11,"최고인민회의 제8기 대의원, 중앙인민위원회 위원, 국가 부주석(유임)"
리종옥,1984.01,"정무원 총리 해임, 국가 부주석"
리종옥,1983.07,당 정치국 상무위원 해임
리종옥,1982.04,김일성훈장 수훈
리종옥,1982.02,"최고인민회의 제7기 대의원, 중앙인민위원회 위원"
리종옥,1980.10,"당 중앙위원회 위원, 정치국 위원, 정치국 상무위원"
리종옥,1977.12,"당 정치국 위원, 최고인민회의 제6기 대의원, 중앙인민위원회 위원, 정무원 총리"
리종옥,1976.12,정무원 부총리
리종옥,1973.03,당 정치국 후보위원
리종옥,1972.12,"최고인민회의 제5기 대의원, 중앙인민위원회 위원, 정무원 중공업위원회 위원장"
리종옥,1972.06,광업상
리종옥,1967.12,내각 부수상
리종옥,1967.11,최고인민회의 제4기 대의원
리종옥,1965.09,과학원 원장
리종옥,1962.10,"최고인민회의 제3기 대의원, 내각 부수상 겸 금속화학공업상"
리종옥,1961.09,당 중앙위원회 위원 겸 정치위원회 위원
리종옥,1960.04,중공업위원회 위원장
리종옥,1960.01,내각 부수상
리종옥,1958.09,국기훈장 제1급 수훈
리종옥,1957.08,최고인민회의 제2기 대의원
리종옥,1956.04,"당 중앙위원회 위원, 당 정치위원회 후보위원"
리종옥,1956.01,"당 중앙위원회 공업부장, 국가계획위원회 위원장"
리종옥,1951.02,경공업상
리종옥,1950,산업성 부상
리종옥,1949.10,산업성 국장
리종옥,1948.08,최고인민회의 제1기 대의원
리종옥,1948,성진방직공장 지배인
리종옥,1940,하얼빈공대
리종혁,2019.07,2019 아시아태평양의 평화번영을 위한 국제대회 북측 대표단 단장
리종혁,2019.03,최고인민회의 제14기 대의원
리종혁,2019,조국통일민주주의전선 중앙위원회 공동의장
리종혁,2015.12,故 김양건 국가장의위원회 위원
리종혁,2014.03,최고인민회의 제13기 대의원
리종혁,2010.01,조선-이탈리아 친선의원단 위원장
리종혁,2009.03,최고인민회의 제12기 대의원
리종혁,2006.01,조선-유럽동맹 친선의원단 위원장
리종혁,2003.09,조선-영국 친선의원단 위원장
리종혁,2003.09,조국통일상 수상
리종혁,2003.08,최고인민회의 제11기 대의원
리종혁,2002.04,조선-독일 친선의원단 위원장
리종혁,2002.03,김일성훈장 수훈
리종혁,1998.07,최고인민회의 제10기 대의원
리종혁,1997.07,조국통일연구원 원장
리종혁,1995.03,당 중앙위원회 부부장
리종혁,1994.07,조선아시아태평양평화위원회 부위원장
리종혁,1994.04,최고인민회의 통일정책위원회 책임참사
리종혁,1985.04,유엔식량농업(FAO) 대표부(이탈리아) 대표
리종혁,1976.10,프랑스 유네스코 대표부 대표
리종혁,1974.10,대외문화연락위 과장
리종혁,1970.01,과학원 연구원
리종혁,1964,문화성 물질문화유물보존사업소 소장
리종혁,연도미상,"김일성종합대학, 국제관계대학 졸업"
리주오,2020.01,故 황순희 국가장의위원회 위원
리주오,2019.04,내각 부총리
리주오,2019.03,최고인민회의 제14기 대의원
리주오,2018.12,故 김철만 국가장의위원회 위원
리주오,2018.08,故 김영춘 국가장의위원회 위원
리주오,2017.10,당 중앙위원회 위원
리주오,2017.09,조선옷협회 회장
리주오,2016.06,내각 부총리
리주오,2013,내각 사무국 부국장
리주오,2010.06,경공업상 해임 * 후임: 안정수
리주오,2009.04,경공업상(유임)
리주오,2009.03,최고인민회의 제12기 대의원
리주오,2008.11,조선옷협회 위원장
리주오,2008.10,故 박성철 국가장의위원회 위원
리주오,2003.09,경공업상(유임)
리주오,2003.08,최고인민회의 제11기 대의원
리주오,2003.03,최고인민회의 제10기 대의원(보선)
리주오,2001.05,경공업상 * 전임: 리연수
리주오,1999.06,경공업성 부상
리주오,1998.04,기계공업부 부부장
리찬복,2009.04,최고인민회의 제 12기 대의원
리찬복,2003.09,최고인민회의 제 11기 대의원
리찬복,2000.10,인민군 상장
리찬복,1998.09,최고인민회의 제 10기 대의원
리찬복,1994.04,인민군 판문점대표부 대표
리찬복,1994.04,인민군 중장
리찬복,1992 ~ 1993,군사정전위원회 인민군 위원
리찬복,1992,인민군 소장
리찬복,1991,군사정전위원회 대외사업부 부장
리찬복,1981,군사정전위원회 요원(대좌)
리찬복,1965.04,군사정전위원회 근무
리철만,2020.01,故 황순희 국가장의위원회 위원
리철만,2019.04,황해남도 당 위원회 위원장 * 전임: 박영호
리철만,2019.03,최고인민회의 제14기 대의원
리철만,2018.12,故 김철만 국가장의위원회 위원
리철만,2018.08,故 김영춘 국가장의위원회 위원
리철만,2016.05,故 강석주 국가장의위원회 위원
리철만,2016.05,"당 농업부 부장, 당 중앙위원회 위원"
리철만,2015.12,故 김양건 국가장의위원회 위원
리철만,2015.11,故 리을설 국가장의위원회 위원
리철만,2014.03,최고인민회의 제13기 대의원
리철만,2013.04,내각 부총리 겸 농업상
리철만,2012.04,내각 부총리
리철만,2010.07,평안북도 농촌경리위원회 위원장
리철만,2009.03,최고인민회의 제12기 대의원
리철만,2005.01,평안북도 농촌경리위원회 부위원장
리철진,연도미상,국가품질 감독위원회
리춘삼,2019.04,국가자원개발상 해임 * 후임: 김철수
리춘삼,2016.05,당 중앙위원회 후보위원
리춘삼,2014.04,국가자원개발상(유임)
리춘삼,2014.03,최고인민회의 제13기 대의원
리춘삼,2013.04,국가자원개발상
리춘삼,2011,채취공업성 부상
리춘삼,2001,채취공업성 국장
리충길,2016.06,최고인민회의 대의원
리충길,연도미상,국가과학기술위원회 위원장
리충길,연도미상,당 중앙위원회 후보위원
리태남,2012.02,김정일훈장 수훈
리태남,2011.12,故 김정일 국가장의위원회 위원
리태남,2011.04,내각 부총리 해임
리태남,2010.09,"당 정치국 후보위원, 당 중앙위원회 위원"
리태남,2010.06,내각 부총리
리태남,2010.06,평안남도 당 위원회 책임비서 해임 * 후임: 홍인범
리태남,2009.03,승리자동차연합기업소 당 책임비서
리태남,2003.09,평안남도 당 위원회 책임비서 * 전임: 리길송
리태남,2003.09,함경남도 당 위원회 책임비서 해임 * 후임: 홍성남
리태남,2003.09,최고인민회의 예산위원회 위원
리태남,2003.08,최고인민회의 제11기 대의원
리태남,1998.09,최고인민회의 예산위원회 위원
리태남,1998.07,최고인민회의 제10기 대의원
리태남,1996.01,함경남도 당 위원회 책임비서 겸 인민위원장
리태남,1995.12,남포시 행정경제위원장 해임
리태남,1992.09,남포시 행정경제위원회 위원장
리태남,1992.04,김일성훈장 수훈
리태남,1990.04,최고인민회의 제9기 대의원
리태남,1987.01,남포시 천리마구역 당 책임비서 겸 인민위원장
리태남,1986.06,천리마제강연합기업소 당 책임비서
리태남,1982.07,강선제강소 당 책임비서
리태남,연도미상,평양기계대학 졸업
리태남,연도미상,사망(2014. 9 애국열사릉에 새로 안치)
리태섭,2022.01,"당 정치국 후보위원(당 중앙위원회 8기 4차 전원회의 공보, 2022.1.1.)"
리태일,2020.04,당 중앙위원회 위원
리태일,2020.02,양강도 당 위원회 위원장 * 전임: 김영환
리태일,2020.01,故 황순희 국가장의위원회 위원
리태일,2019.12,당 중앙위원회 후보위원(보선)
리태일,2019,개성시 당 위원회 위원장
리태일,연도미상,평안북도 당 위원회 부위원장
리태철,2016.06,인민보안성 제1부상(직제 변경)
리태철,2015.11,故 리을설 국가장의위원회 위원
리태철,2011.12,故 김정일 국가장의위원회 위원
리태철,2010.09,당 중앙위원회 후보위원
리태철,2010.05,인민보안부 제1부부장
리태철,1998.07,최고인민회의 제10기 대의원
리태철,1997.04,군 상장
리태철,1996.11,군 경보지도국 국장
리태철,1995.10,김일성훈장 수장
리태철,1995.02,故 오진우 국가장의위원회 위원
리태철,1994.07,故 김일성 국가장의위원회 위원
리태철,1993.12,당 중앙위원회 후보위원
리태철,1992.04,군 중장
리택건,2018,2018 평창동계올림픽 개회식 북측 고위급 대표단 수행원으로 방남
리택건,2012,당 통일전선부 부부장
리택건,2004.06,조국통일문제연구소 연구원
리택건,2003,조국통일범민족연합 북측 본부 중앙위원
리택건,2002,민족경제협력연합회 중앙위원
리택건,연도미상,조선아시아태평양평화위원회 참사
리택건,연도미상,조선아시아태평양평화위원회 부위원장
리하일,2015.11,故 리을설 국가장의위원회 위원
리하일,2012.02,김정일훈장 수훈
리하일,2010.11,故 조명록 국가장의위원회 위원
리하일,2010.09,"당 중앙군사위원회 위원, 당 중앙위원회 위원 해임"
리하일,1998.07,최고인민회의 제10기 대의원
리하일,1995.10,군 차수
리하일,1994.07,故 김일성 국가장의위원회 위원
리하일,1992.04,"군 대장, 김일성훈장 수훈"
리하일,1992.01,당 중앙군사위원회 위원
리하일,1990.05,국방위원회 위원
리하일,1990.04,최고인민회의 제9기 대의원
리하일,1986.11,최고인민회의 제8기 대의원
리하일,1982.04,김일성훈장 수훈
리하일,1982.03,"당 군사부 부장, 당 중앙군사위원회 위원"
리하일,1982.02,최고인민회의 제7기 대의원
리하일,1980.10,당 중앙위원회 위원
리하일,1979,제8군단장
리하일,1977,군 제534훈련소 사령관
리하일,1975,군 제525부대 사령관
리하일,1975, 인민무력부 작전국 국장
리하일,연도미상,"만경대혁명학원, 소련군사대학 졸업"
리학철,2019.04,채취공업상 해임 * 후임: 렴철수
리학철,2016.05,당 중앙위원회 후보위원
리학철,2014.04,채취공업상(유임)
리학철,2014.03,최고인민회의 제13기 대의원
리학철,2014.01,채취공업상 * 전임: 강민철
리학철,2012.01,채취공업성 부상
리현,2018.09,남북정상회담 평양개최를 위한 고위급 실무회담 북측 대표
리현,2018,당 통일전선부 실장
리현,2002.10,민족경제협력위원회 참사
리현,연도미상,조선아시아태평양평화위원회 참사
리현,연도미상,당 통일전선부 부원
리형근,2015.06,자강도 인민위원회 위원장
리혜정,2019.03,최고인민회의 제14기 대의원
리혜정,2018.09,조선사회과학자협회 제1부위윈장 * 전임: 김철식
리혜정,2016.05,당 중앙위원회 후보위원
리혜정,2016.02,교수 학직 수여
리혜정,2014.04,최고인민회의 부의장 * 후임: 박금희
리혜정,2014.03,최고인민회의 제13기 대의원
리혜정,2012.06,사회과학원 원장 * 전임: 태형철
리호림,2020.01,故 황순희 국가장의위원회 위원
리호림,2019.12,"당 정치국 후보위원, 당 부장(부서 미상), 당 중앙위원회 위원"
리히용,2021.01,당 중앙위원회 위원(*당 제8기 제1차 전원회의에서 선거
리히용,2020.01,故 황순희 국가장의위원회 위원
